JCR,RCR,Journ
4.772,0.659871108,Eur J Immunol
3.372,0.949387682,Febs Lett
4.795,1.875687271,Carcinogenesis
2.904,0.370389872,Biochem Bioph Res Co
6.527,1.723363218,J Bone Miner Res
2.294,0.143891176,Metabolism
3.603,2.336367395,J Phys Chem B
8.505,0.269768285,Diabetes
3.582,2.592064108,Invest Ophth Vis Sci
3.075,0.980157114,Bioorgan Med Chem
3.162,0.640996387,Ophthalmology
6.293,0.585879724,J Immunol
3.592,0.129299015,J Neurophysiol
1.398,0.188138457,J Acoust Soc Am
28.389,2.347350949,Cell
2.218,0.452379969,Brain Res
11.665,4.132998612,Hepatology
3.508,2.492882844,Magn Reson Med
6.007,0.612806445,Hypertension
11.632,1.062667939,Circulation
5.967,0.360503563,J Clin Endocr Metab
6.02,0.432685328,J Clin Endocr Metab
2.254,1.188047554,Arch Phys Med Rehab
4.409,0.323636596,Pharmacogenet Genom
9.432,1.001647526,P Natl Acad Sci Usa
5.46,0.226862477,J Proteome Res
2.733,0.62661311,Mol Biochem Parasit
7.822,0.822373685,Mol Cell Biol
1.467,0.128578873,J Clin Lipidol
3.922,0.400241277,Biochemistry-Us
6.035,0.739460417,J Infect Dis
5.328,0.686022594,J Biol Chem
9.317,4.214091064,Ann Neurol
12.882,0.791442687,Dev Cell
5.406,1.083323485,Carcinogenesis
1.482,0.115929725,Cancer Genet Cytogen
4.502,0.515007348,Biomacromolecules
3.295,0.358869865,Physiol Behav
2.954,0.253991193,Exp Biol Med
4.773,0.351380836,J Biol Chem
15.678,0.387817869,J Natl Cancer I
4.7,0.82861493,Int J Cancer
2.246,1.240876154,Aids Res Hum Retrov
3.825,0.105961088,Mol Biosyst
32.403,0.950174377,Cell
4.003,0.653161523,J Pharmacol Exp Ther
5.67,0.5941698,Lab Chip
3.114,0.974588214,Microbiol-Sgm
5.854,0.480491599,J Biol Chem
1.794,0.426093658,Gene Expr Patterns
1.285,0.174647091,J Heart Valve Dis
3.848,0.048480315,Biochemistry-Us
4.093,0.504743707,J Pharmacol Exp Ther
3.6,0.367082198,Behav Res Ther
4.004,0.541173289,Infect Immun
0.704,0.617718837,Orl J Oto-Rhino-Lary
7.907,1.262685133,J Neurosci
9.598,2.131162148,P Natl Acad Sci Usa
10.264,0.734087429,J Cell Biol
2.341,0.375454754,Brain Res
5.745,2.708766742,J Immunol
2.1,0.231502377,J Neurosci Meth
6.293,0.131782545,J Immunol
6.946,0.862751939,Am J Pathol
11.164,3.78797328,Circulation
5.328,0.930662793,J Biol Chem
2.623,0.748264078,Brain Res
3.617,0.685670258,Biochem Pharmacol
2.806,0.325097452,Mol Carcinogen
5.328,0.6540344,J Biol Chem
1.417,0.140614466,Psychopathology
3.689,0.297678797,J Nutr
9.771,0.877267564,P Natl Acad Sci Usa
3.275,1.404744748,Ieee T Med Imaging
2.504,0.997514142,J Mol Neurosci
2.471,1.495821917,Cancer Cytopathol
3.999,0.408839536,J Neurochem
3.643,0.669021611,Am J Physiol-Heart C
2.566,0.038749537,Neurogastroent Motil
3.149,1.209469086,Med Image Anal
1.877,0.630766807,Stat Med
2.725,0.534829133,J Histochem Cytochem
9.771,2.145517254,P Natl Acad Sci Usa
3.354,0.170912288,J Thorac Cardiov Sur
7.115,1.701567929,J Neurosci
2.306,0.913148857,J Pers Disord
3.117,0.453623964,J Pediatr
4.189,0.624458781,J Phys Chem B
2.092,0.249234843,Neurosci Lett
3.605,0.249093064,Ann Oncol
1.317,0.283825617,Brain Lang
2.658,0.128512233,J Magn Reson Imaging
6.528,0.930648867,Curr Opin Pharmacol
5.947,0.664614164,Cardiovasc Res
3.875,0.191603878,Infect Immun
14.307,46.33300623,J Clin Invest
7.452,1.027574045,J Neurosci
6.035,2.756976631,J Infect Dis
5.328,0.263131772,J Biol Chem
5.361,0.869787746,Mol Microbiol
5.125,0.65141846,Am J Resp Cell Mol
3.544,0.078103008,J Gene Med
11.355,0.617603978,Hepatology
2.973,1.041314519,J Exp Psychol Learn
15.387,1.172172258,J Clin Invest
1.848,0.188178839,Planta Med
3.922,0.109534032,Biochemistry-Us
4.773,4.916415055,J Biol Chem
7.249,1.395042113,Hum Mol Genet
4.357,0.269361652,J Lipid Res
6.482,0.804827297,J Biol Chem
3.175,0.291773063,Alcohol Clin Exp Res
5.973,0.21194599,Neurology
4.612,1.763079252,Mol Pharmacol
3.154,0.506923305,J Comb Chem
7.453,0.942108151,J Neurosci
6.325,0.230418485,J Clin Endocr Metab
4.522,0.73465028,J Cerebr Blood F Met
3.405,2.078173326,Am J Physiol-Reg I
9.272,0.337269866,Curr Opin Plant Biol
7.115,0.888030507,J Neurosci
7.419,5.007498362,J Am Chem Soc
8.58,1.620027252,J Am Chem Soc
2.805,0.077165875,Am J Obstet Gynecol
8.649,0.520012259,Cancer Res
7.115,0.381476131,J Neurosci
3.875,0.651409178,Infect Immun
5.52,0.157188387,J Biol Chem
6,0.384689884,J Immunol
5.581,1.112171642,J Biol Chem
1.246,0.263436958,J Ultras Med
2.351,1.987236028,Neuroreport
2.042,0.177907768,Magn Reson Imaging
8.398,3.228484278,Diabetes
6.482,2.23087624,J Biol Chem
14.194,0.911833822,Mol Cell
5.403,2.421628518,Neurobiol Dis
3.848,0.158784096,Biochemistry-Us
14.595,0.842610494,Circulation
13.069,1.207553894,J Clin Invest
7.764,1.54844312,Development
5.457,0.368744845,Neuroimage
1.392,0.047477293,Method Enzymol
1.419,0.365294632,Lipids
6.791,0.785991538,Arterioscl Throm Vas
7.69,2.611489496,Cancer Res
3.276,1.193589774,Clin Genet
6.355,1.593206217,J Biol Chem
7.414,0.604096753,Oncogene
4.593,1.95664547,Am J Resp Cell Mol
3.924,0.137120442,Am J Physiol-Lung C
3.077,0.291326702,J Endodont
4.792,0.341451057,Thyroid
15.302,1.178193804,J Exp Med
15.612,1.126396356,J Exp Med
37.545,1.453433706,Nat Rev Cancer
5.328,0.3763529,J Biol Chem
8.091,3.276923779,J Am Chem Soc
4.1,0.295371681,Chembiochem
3.765,1.686866153,Virology
3.954,0.173531475,Eukaryot Cell
3.915,0.417620811,J Comp Neurol
6.482,0.680464954,J Biol Chem
7.041,0.784560201,Stroke
5.993,0.20516702,Structure
4.867,1.351703438,J Cognitive Neurosci
3.658,0.358655969,Am J Physiol-Heart C
5.207,1.44878091,J Med Chem
10.37,1.100667194,Blood
18.306,1.707638792,Immunity
8.25,0.492237836,Am J Psychiat
5.942,4.6463478,Mol Cell Biol
3.603,1.915622729,Am J Cardiol
3.427,0.764694454,Magn Reson Med
3.256,4.233235663,Am J Prev Med
3.226,0.131849396,Biochemistry-Us
5.52,1.048944093,J Biol Chem
3.379,0.177607144,Biochemistry-Us
7.386,1.0018634,Hum Mol Genet
3.753,0.332239775,J Vision
5.634,0.469101392,Mol Microbiol
5.646,1.094611666,J Immunol
5.105,0.591368419,J Gen Physiol
3.79,0.156008008,J Org Chem
2.376,0.914037492,J Am Diet Assoc
5.52,1.3293161,J Biol Chem
10.452,0.292660388,P Natl Acad Sci Usa
5.479,0.580747195,Autophagy
4.533,0.989602859,Mol Cancer Res
4.009,0.662472197,Langmuir
15.053,3.765281598,J Clin Invest
4.39,0.554260917,Biophys J
5.581,1.43852775,J Biol Chem
4.447,0.855819992,Toxicol Appl Pharm
4.007,0.709744458,Exp Cell Res
9.771,5.96702214,P Natl Acad Sci Usa
30.927,8.277612847,Science
5.81,1.40191845,Leukemia
31.201,1.171916934,Science
2.58,2.571522641,J Exp Psychol Human
5.15,0.840853182,J Virol
3.933,0.144652796,Infect Immun
5.52,1.438768603,J Biol Chem
4.138,1.28744824,Genetics
2.813,1.357443716,Proteins
5.499,1.572835005,J Mol Cell Cardiol
7.157,1.135051023,Am J Psychiat
4.795,1.247538364,Carcinogenesis
3.824,0.473680555,Chembiochem
8.306,1.782663173,J Neurosci
1.694,0.936554674,Ieee T Ultrason Ferr
7.885,2.059579388,J Am Chem Soc
1.569,0.936387546,Anat Rec
5.862,0.423882945,Org Lett
7.856,1.393160408,Cancer Res
6.202,1.131881385,J Clin Endocr Metab
14.816,1.622474816,Circulation
2.757,0.637773823,Microbes Infect
3.096,0.29840806,Neurotoxicology
8.456,0.940294448,Biol Psychiat
2.185,0.651125028,Bioorgan Med Chem
5.52,1.555458938,J Biol Chem
3.87,0.281526176,Curr Pharm Design
5.293,1.112913133,Cell Microbiol
4.148,0.851888026,Invest Ophth Vis Sci
5.07,0.245192083,Cell Microbiol
3.987,0.32240296,Infect Immun
5.366,1.861498824,Carcinogenesis
2.751,0.25155181,Bmc Bioinformatics
1.094,0.073042102,Heart Lung
3.259,0.426599793,Exp Eye Res
5.52,0.959335249,J Biol Chem
4.236,1.076836069,Mol Biosyst
7.696,0.336582489,J Am Chem Soc
1.879,0.400188727,J Chem Neuroanat
2.749,0.30697475,Biochem Bioph Res Co
8.848,0.827195172,Diabetes
4.337,0.922940361,J Pharmacol Exp Ther
7.663,0.993116413,Embo Rep
3.325,0.450970427,Brit J Pharmacol
1.892,0.374650494,Ann Ny Acad Sci
3.528,0.471482117,Invest Ophth Vis Sci
2.491,0.420168031,Genesis
6.088,0.629515879,Proteomics
6.516,1.13924235,J Am Chem Soc
1.816,0.483721178,Cell Adhes Migr
5.391,0.660032679,Pediatrics
2.051,0.507029641,Vision Res
6.387,1.433317855,J Immunol
10.264,1.056877376,J Cell Biol
3.481,1.165459429,Cognition
2.105,1.301896108,Neurosci Lett
4.194,0.474389578,J Invest Dermatol
24.221,4.465536274,Immunity
9.432,2.669067454,P Natl Acad Sci Usa
2.886,0.133636729,Immunobiology
1.983,0.513215295,J Clin Densitom
3.637,0.563996986,Genes Immun
3.724,0.396894055,Am J Physiol-Heart C
5.363,0.760921278,J Infect Dis
2.754,0.285622145,Gene
6.29,0.78868713,J Cell Sci
4.218,0.633999289,Biophys J
3.528,0.583810872,Invest Ophth Vis Sci
3.643,4.863979713,Invest Ophth Vis Sci
4.38,0.186868754,Eur J Hum Genet
2.367,0.733376101,J Int Neuropsych Soc
5.063,2.413511205,Endocrinology
5.712,0.400186976,Anal Chem
5.581,0.562106761,J Biol Chem
4.368,0.628204995,Org Lett
5.788,0.769495058,J Immunol
4.122,0.755594974,J Gerontol A-Biol
10.988,0.459169505,Curr Biol
4.357,1.102015851,Arthritis Res Ther
9.643,1.724361357,P Natl Acad Sci Usa
1.347,0.50770883,Anticancer Res
6.702,0.916295406,J Immunol
3.159,0.438979224,Tob Control
2.383,0.106521445,Biotechniques
1.801,0.58139948,Anat Rec
5.739,0.535997829,Neuroimage
1.717,0.867153076,J Acoust Soc Am
6.702,0.343716008,J Immunol
4.5,0.161394936,Cancer Epidem Biomar
2.604,0.124262609,Pediatr Res
6.318,1.248387703,J Pathol
4.008,0.179205588,Biochemistry-Us
1.917,0.139302285,J Autoimmun
4.351,0.784629211,Plos One
4.945,2.663158253,Endocrinology
6.878,0.216266223,Nucleic Acids Res
3.09,1.438501264,Reproduction
6.486,2.959234607,J Immunol
3.175,0.637829759,Alcohol Clin Exp Res
3.224,0.341356516,J Biol Inorg Chem
7.149,0.467070962,Development
7.907,3.510013303,J Neurosci
2.71,0.720179767,Soc Sci Med
5.694,5.909875411,Neuroimage
2.287,0.473369665,J Cardiovasc Pharm
2.368,1.273657979,Int Urogynecol J
3.152,2.690246035,Arch Biochem Biophys
4.26,0.386138999,J Neurochem
3.102,2.540850435,Am J Ophthalmol
10.231,0.429113267,P Natl Acad Sci Usa
6.482,0.587901323,J Biol Chem
10.452,1.97627349,P Natl Acad Sci Usa
3.718,0.805360574,Regen Med
3.4,0.737317536,J Comp Neurol
10.12,0.637894844,Blood
4.024,1.996038268,Pharm Res-Dord
1.253,1.820862381,Pediatr Surg Int
0.824,1.597947901,Braz J Med Biol Res
3,0.488039561,Biochem Bioph Res Co
2.022,0.456781883,Aids Res Hum Retrov
3.601,0.487316969,Febs Lett
2.366,0.230021503,Technol Cancer Res T
5.483,2.104806072,Neuro-Oncology
0.959,0.188109031,Cell Mol Biol
3.168,0.717914449,Exp Physiol
5.363,1.031460718,J Infect Dis
5.646,0.373486062,J Immunol
5.854,0.282358979,J Biol Chem
1.482,0.061971323,Cancer Genet Cytogen
1.64,0.329331724,Cancer Genet Cytogen
1.623,0.798819596,Med Eng Phys
4.278,0.146833786,Biochem J
10.432,1.688671795,Blood
3.379,0.410504906,Biochemistry-Us
10.432,0.640576473,Blood
3.239,0.346083471,J Neurosci Res
6.575,1.236013726,Nucleic Acids Res
4.003,0.463795785,J Gerontol A-Biol
3.753,1.395033419,Opt Express
4.116,0.206392068,Phys Chem Chem Phys
5.239,0.837394127,J Mol Biol
8.195,0.361464739,Clin Infect Dis
12.73,1.594872933,Angew Chem Int Edit
6.954,0.557631318,Nucleic Acids Res
4.148,1.345469188,Invest Ophth Vis Sci
5.678,0.541070799,Neurology
4.889,0.200284277,Mol Endocrinol
7.696,2.667817651,J Am Chem Soc
1.802,0.235757568,J Adolescence
6.337,2.055330118,Structure
7.696,1.544830663,J Am Chem Soc
9.771,2.009327995,P Natl Acad Sci Usa
2.112,0.042494075,J Membrane Biol
16.915,1.462855781,J Clin Invest
3.999,0.659202198,J Neurochem
1.9,0.487698894,Aust Nz J Psychiat
1.973,0.71482717,Anat Rec Part A
9.32,0.966852453,Acta Neuropathol
4.069,0.354456965,Dev Biol
8.026,0.298725237,Nucleic Acids Res
3.774,0.252043311,J Comp Neurol
4.383,0.387427095,J Abnorm Psychol
4.48,0.430570754,Movement Disord
4.898,0.517790591,J Med Chem
0.75,0.313089823,Child Neuropsychol
5.69,2.421969387,Neurology
1.115,0.065401752,Somatosens Mot Res
4.004,0.267946812,Infect Immun
3.043,0.692044639,Radiat Res
3.993,0.422376394,J Bacteriol
5.559,0.189561441,J Lipid Res
1.816,1.116567531,Visual Neurosci
3.075,0.461188504,Microvasc Res
7.49,2.208821995,J Neurosci
8.142,0.367456891,Mol Cell Biol
16.559,1.048434496,J Clin Invest
10.951,1.941433396,J Cell Biol
9.681,0.321906238,P Natl Acad Sci Usa
3.875,0.397856919,Infect Immun
4.397,1.87556898,Dev Psychopathol
6.028,1.454514537,Mol Biol Cell
2.853,0.216344731,Clin Exp Immunol
7.656,0.299684756,Cancer Res
3.726,0.742055911,J Bacteriol
14.109,2.332497951,Neuron
7.636,1.383336094,Hum Mol Genet
2.623,0.193645439,Brain Res
9.023,2.912463428,J Am Chem Soc
6.427,1.645346382,J Cell Sci
4.943,0.697280152,J Infect Dis
3.952,0.903817492,J Urology
7.419,0.531361459,J Am Chem Soc
4.002,0.323022225,Genetics
2.341,0.232439214,Brain Res
1.789,0.120538805,Ann Ny Acad Sci
3.168,0.579928998,Fertil Steril
3.581,0.675934098,Biochem Pharmacol
6.903,0.3675753,J Am Chem Soc
7.033,0.567594869,Hum Mutat
4.593,0.291885853,Am J Resp Cell Mol
5.854,0.641050956,J Biol Chem
6.903,1.746769373,J Am Chem Soc
26.626,0.910721433,Cell
4.148,1.134882767,Invest Ophth Vis Sci
2.721,0.323513969,Gene
4.224,0.409114222,Biochem J
14.608,1.482000685,Mol Cell
2.244,0.570271049,Ann Thorac Surg
7.419,0.438428666,J Am Chem Soc
4.406,1.157468585,J Invest Dermatol
1.379,0.257619056,Adv Exp Med Biol
3.831,0.299245825,J Comp Neurol
7.907,1.850166962,J Neurosci
7.764,0.671503919,Development
1.433,1.828819428,J Acoust Soc Am
3.368,0.113429792,Biochemistry-Us
9.721,0.654572056,Circ Res
3.114,0.989514254,J Neurophysiol
5.214,0.624983965,Anal Chem
6.488,0.825377144,Clin Cancer Res
6.283,0.302757121,Crit Care Med
7.271,1.701321769,J Neurosci
6.441,3.348897097,Am J Pathol
2.538,0.028858126,Bioorg Med Chem Lett
4.224,0.8894962,J Leukocyte Biol
2.118,0.275843479,Exp Brain Res
4.312,1.422722284,Neoplasia
4.89,0.96500169,J Mol Biol
23.858,5.323450031,Cancer Cell
4.008,0.325630412,Biochemistry-Us
5.328,0.459296127,J Biol Chem
3.271,0.277033506,J Affect Disorders
14.194,0.958935077,Mol Cell
7.454,1.020065962,Mol Biol Cell
6.721,2.988012442,Faseb J
4.962,0.159767219,J Gen Physiol
16.835,1.673726325,Mol Cell
7.844,1.056280906,Diabetes Care
4.451,0.87784942,J Neurochem
4.652,0.486664099,Toxicol Sci
4.816,1.90998937,J Hepatol
3.658,0.594008476,Am J Physiol-Heart C
1.814,0.434941584,Technol Cancer Res T
2.681,0.73522217,Int J Oncol
18.207,0.480727184,Cell Metab
10.558,1.482075679,Blood
14.17,2.482467432,Neuron
3.848,0.3681626,Biochemistry-Us
5.808,1.064646978,J Biol Chem
3.421,0.934397668,Am J Physiol-Gastr L
4.026,0.529733674,Breast Cancer Res
5.328,0.740480768,J Biol Chem
3.556,0.472175613,Neuroscience
5.808,0.395500716,J Biol Chem
36.104,3.092556708,Nature
14.69,1.04052109,Nat Chem Biol
1.898,0.573339882,Neurosci Lett
9.643,0.584201771,P Natl Acad Sci Usa
2.749,0.314049333,Biochem Bioph Res Co
7.514,0.872465974,Cancer Res
5.262,0.150185157,Int J Epidemiol
5.178,0.694174052,J Virol
5.308,0.428441116,J Virol
4.908,0.712355485,Cancer Prev Res
3.226,0.376980804,Biochemistry-Us
4.773,0.26004346,J Biol Chem
3.79,0.183470823,J Org Chem
4.165,1.117305043,Infect Immun
1.685,0.254917664,Resp Physiol Neurobi
3.625,1.241270813,Psychopharmacology
19.276,6.115709275,Nat Methods
2.981,1.418324114,J Exp Biol
4.295,0.69958745,J Nutr
5.917,0.280210334,Am J Pathol
7.24,1.636599307,J Am Soc Nephrol
15.141,3.480798116,Nat Neurosci
1.745,0.3561537,Int Psychogeriatr
19.717,2.531124409,Nat Cell Biol
5.328,0.798924412,J Biol Chem
4.584,1.821855704,Bioconjugate Chem
3.55,0.419906519,Org Biomol Chem
5.196,2.413062062,Biomaterials
5.486,0.868760555,Sleep
13.894,1.4783201,Neuron
5.138,1.377631754,J Thromb Haemost
3.503,0.334806923,Anesthesiology
5.423,0.63668238,Free Radical Bio Med
9.921,0.556137889,J Cell Biol
3.778,1.39763095,Appl Environ Microb
5.63,0.447689888,Hypertension
4.773,0.967893258,J Biol Chem
2.623,0.758647602,Brain Res
1.544,0.524083691,Health Promot Int
8.306,1.380834939,J Neurosci
8.58,1.912998879,J Am Chem Soc
3.258,0.059970694,Am J Physiol-Gastr L
3.172,0.288441585,Biometals
2.623,0.293447915,Brain Res
4.04,0.515486556,Electrophoresis
5.854,1.276975918,J Biol Chem
3.272,0.328130256,Am J Physiol-Reg I
11.659,0.898356175,Gene Dev
4.89,0.264121108,J Mol Biol
7.696,0.4532672,J Am Chem Soc
7.453,1.826802553,J Neurosci
3.238,0.797740526,Placenta
5.542,0.182465723,J Mol Biol
2.186,0.637524572,Scand J Immunol
3.503,0.366059198,Mol Cell Endocrinol
4.802,0.615011269,J Med Chem
3.755,1.451237096,Ieee T Med Imaging
4.086,0.228685215,J Phys Chem B
4.431,0.530984564,Am J Physiol-Endoc M
0.805,0.062070711,Tex Heart I J
3.379,0.909448872,Biochemistry-Us
15.463,1.061550656,J Exp Med
3.731,2.110988694,Am J Physiol-Renal
7.907,1.139364493,J Neurosci
5.854,0.486522226,J Biol Chem
7.49,1.232519793,J Neurosci
9.771,0.472735213,P Natl Acad Sci Usa
4.533,0.110102153,Mol Cancer Res
2.288,0.283873685,Vision Res
13.965,2.304000364,J Exp Med
2.493,1.435960816,Ultrasound Med Biol
19.407,1.05103573,Nat Cell Biol
4.699,0.703987225,Psychol Sci
3.846,1.235199798,Genes Brain Behav
2.84,0.152036136,Cell Motil Cytoskel
7.822,0.353608087,Mol Cell Biol
2.302,0.214283284,Exp Brain Res
10.689,1.095101083,Am J Resp Crit Care
5.808,0.327642146,J Biol Chem
4.214,1.054534436,Am J Physiol-Lung C
3.226,0.511340386,Biochemistry-Us
3,0.268305467,Biochem Bioph Res Co
5.225,1.602611896,J Virol
7.543,0.244245004,Cancer Res
6.355,0.4560345,J Biol Chem
2.275,1.004074056,Jaro-J Assoc Res Oto
6.355,2.401978799,J Biol Chem
3.871,0.906456537,J Mol Biol
5.595,1.394966928,Mol Interv
5.328,0.312464126,J Biol Chem
6.74,0.137022566,Am J Clin Nutr
5.457,0.529847654,J Cerebr Blood F Met
7.69,0.272554342,Cancer Res
4.329,1.508688995,Nmr Biomed
9.771,2.328776416,P Natl Acad Sci Usa
20.268,3.106307547,Nat Cell Biol
6.02,1.146107463,J Clin Endocr Metab
4.93,0.27460642,Carcinogenesis
15.387,1.57816801,J Clin Invest
4.565,0.542220483,Mol Pharmaceut
6.495,0.495408823,Oncogene
3.718,0.713108208,J Comp Neurol
3.871,0.583142942,J Mol Biol
0.982,2.04150832,J Orthop Sport Phys
5.328,0.050088592,J Biol Chem
3.106,0.460405114,Exp Hematol
5.216,1.050645837,Am J Epidemiol
4.618,0.22346216,Genome Biol Evol
5.646,0.680046552,J Immunol
2.494,0.622862336,Brain Res
9.023,2.780961711,J Am Chem Soc
6,0.688990501,J Immunol
3.352,0.603725531,Neuroscience
3.508,0.541244168,Magn Reson Med
6.355,0.19580342,J Biol Chem
3.418,0.115878373,Eur J Neurosci
3.053,2.308633729,Emotion
30.927,1.051309384,Science
14.345,1.501339482,Nat Neurosci
3.597,1.822094318,Invest Ophth Vis Sci
1.433,1.846538362,J Acoust Soc Am
9.907,0.208319565,J Am Chem Soc
3.848,0.632033769,Biochemistry-Us
6.747,1.714740518,Clin Cancer Res
3.806,0.074178959,Hum Hered
10.896,0.183969366,Blood
7.293,0.860387632,Development
3.781,1.278053646,Bmc Bioinformatics
4.175,0.513398403,J Bacteriol
3.528,1.108617107,Invest Ophth Vis Sci
10.94,0.166952962,Circulation
2.71,1.223476071,Soc Sci Med
6.482,0.198738056,J Biol Chem
4.877,1.488781663,Bioinformatics
5.15,1.832753132,J Virol
1.571,0.512913138,Vet Microbiol
4.472,0.798524595,J Mol Biol
3.636,1.209552539,J Bacteriol
5.371,0.817961118,Pain
4.46,0.943582586,Cancer Epidem Biomar
4.309,0.497912326,J Pharmacol Exp Ther
3.496,0.172923418,Allergy
3.3,0.266186571,Am Heart J
5.486,0.603016758,Sleep
6.401,3.077670936,Faseb J
5.012,0.980872369,Psychol Med
5.151,0.900515705,Endocrinology
5.708,0.705210252,Mol Endocrinol
4.507,1.110390363,Biophys J
7.907,0.951533138,J Neurosci
32.403,1.438622178,Cell
3.672,5.197692032,J Comp Neurol
5.402,0.867773853,J Virol
6.44,0.65478876,Oncogene
11.054,1.424914005,J Am Coll Cardiol
10.452,1.718940053,P Natl Acad Sci Usa
5.854,0.677903926,J Biol Chem
5.251,0.802072226,J Invest Dermatol
2.761,0.317687459,Cancer Biol Ther
5.42,0.580347162,Org Lett
7.885,0.693769082,J Am Chem Soc
2.749,1.331620052,Biochem Bioph Res Co
2.208,0.026122049,Acta Crystallogr D
3.083,0.536645429,Anesth Analg
4.246,0.480426353,Heart Rhythm
4.007,0.259479937,Genetics
3.853,0.318515579,J Neurophysiol
6.482,1.187679852,J Biol Chem
4.094,0.752256162,Dev Biol
2.774,1.188634973,Retina-J Ret Vit Dis
2.491,0.123256665,Genesis
3.158,1.430827735,Dev Psychopathol
15.463,0.256266238,J Exp Med
4.379,0.516435798,Antimicrob Agents Ch
2.167,1.797701295,Vision Res
4.389,0.582791681,Neurobiol Dis
7.822,0.554775427,Mol Cell Biol
2.526,1.016818176,Depress Anxiety
14.816,1.167770358,Circulation
2.389,0.060785361,Biopolymers
4.752,1.791920488,Endocrinology
2.438,0.13086668,J Magn Reson
2.664,0.240623468,J Cell Biochem
2.611,0.385371763,Exp Eye Res
6.293,0.67061664,J Immunol
4.533,0.632588066,Genes Immun
7.552,0.992610504,Nucleic Acids Res
5.366,1.704394422,Carcinogenesis
2.333,0.331286819,J Magn Reson
5.065,0.694661393,Neurology
14.204,1.04419528,J Clin Invest
9.782,1.266596627,Blood
3.422,0.164500867,Biochemistry-Us
3.759,0.314782737,Bmc Genomics
5.808,0.993563024,J Biol Chem
3.848,0.548395491,Biochemistry-Us
7.419,0.466040196,J Am Chem Soc
3.922,1.000044427,Biochemistry-Us
31.718,0.285097793,Jama-J Am Med Assoc
5.808,1.046505223,J Biol Chem
7.741,0.152616655,Stem Cells
4.008,0.657645756,J Mol Biol
9.489,0.659729431,Circ Res
3.777,0.018148077,Exp Cell Res
6.75,2.667507662,Clin Infect Dis
3.114,0.624851695,J Neurophysiol
13.523,0.999453448,Dev Cell
5.313,1.91731702,Endocrinology
11.438,1.841352934,J Am Coll Cardiol
8.58,0.843810588,J Am Chem Soc
6.677,1.818294622,Chem Biol
5.328,1.023855715,J Biol Chem
4.214,1.286355652,Am J Physiol-Lung C
2.287,0.209785445,Muscle Nerve
3.379,0.483895979,Biochemistry-Us
6.002,0.087224568,Am J Transplant
9.924,2.383873448,Nat Protoc
1.58,0.199356445,Cell Biol Toxicol
2.902,0.346308554,J Neurovirol
3.455,0.675665889,J Biomed Opt
5.231,0.403830912,Structure
3.096,0.541305423,Neurotoxicology
2.951,0.028246324,Mol Biochem Parasit
3.203,0.233882555,Exp Hematol
3.079,0.629056885,J Pers Disord
2.128,0.057752674,Phys Med Biol
5.093,0.902439538,Toxicol Sci
2.824,0.051131468,J Neuroimmunol
28.103,2.365687254,Science
3.577,0.89778462,Invest Ophth Vis Sci
4.426,0.2021284,Am J Resp Cell Mol
0.52,0.114618647,J Am Assoc Lab Anim
5.854,0.983982128,J Biol Chem
6.858,0.407986516,Arterioscl Throm Vas
3.993,0.271520529,J Bacteriol
2.481,1.201744918,Behav Neurosci
5.402,0.263032679,J Virol
4.89,0.90902169,J Mol Biol
5.139,0.897560606,J Physiol-London
5.225,0.402409951,J Virol
5.623,0.560303416,Clin Cancer Res
9.721,1.738477807,Circ Res
3.556,1.106964145,Neuroscience
3.086,0.098493598,J Neurosci Res
4.459,0.366381167,Endocrinology
17.113,1.143689071,Accounts Chem Res
5.296,1.388747647,Ophthalmology
3.377,0.732174161,Prostate
6.482,0.932576805,J Biol Chem
7.955,0.508128111,Diabetes
3.709,0.27357293,Eur J Neurosci
5.063,0.320287023,Free Radical Bio Med
3.41,0.751962518,Brit J Pharmacol
6.979,0.441252135,Cereb Cortex
6.25,0.486329207,Clin Cancer Res
3.215,0.779102725,Neuroscience
5.778,0.553486321,J Clin Endocr Metab
5.52,0.484844452,J Biol Chem
4.103,0.417288845,Am J Physiol-Cell Ph
7.452,0.952766834,J Neurosci
5.465,0.380944463,Clin Gastroenterol H
18.725,3.408863219,Cancer Cell
3.816,1.526058376,Psychol Med
7.493,5.660732621,Acs Nano
10.231,0.954827541,P Natl Acad Sci Usa
7.656,1.517369252,Cancer Res
2.14,0.07803194,Scand J Gastroentero
5.328,1.234077816,J Biol Chem
3.661,0.262397035,Am J Physiol-Reg I
8.662,3.030189373,Embo J
3.318,0.823593965,Shock
3.349,2.013252513,Mol Med
7.844,2.346774735,Diabetes Care
8.296,2.026848124,Leukemia
9.771,0.848568854,P Natl Acad Sci Usa
2.579,0.413586609,Exp Eye Res
3.201,0.823949942,Aliment Pharm Therap
4.138,0.378795074,Am J Physiol-Endoc M
4.764,0.743801898,J Physiol-London
4.138,0.087041084,Am J Physiol-Endoc M
9.38,1.585233114,P Natl Acad Sci Usa
5.332,0.548373639,J Virol
3.221,2.052632058,Surv Ophthalmol
3.959,2.096804698,J Org Chem
1.553,0.427660848,Am J Rhinol Allergy
3.061,0.334252344,Int J Pharm
4.472,0.223912324,J Mol Biol
5.675,0.29089753,J Proteome Res
1.829,0.196391577,Cell Immunol
4.469,0.35306898,Mol Pharmacol
2.897,0.886331096,J Biomech
3.226,1.522488062,Biochemistry-Us
5.808,1.396401168,J Biol Chem
5.207,0.64599102,J Med Chem
